Time,Capacity
0, 2.093028980062442
4.691000246142682, 2.0405350734819194
9.999015429259888, 1.979650847526636
14.0604863261261, 1.914613657772834
14.84127683279139, 1.9041202064637437
18.901115415009524, 1.8516485082457796
22.965306836289205, 1.765668832598915
22.81132515448692, 1.7510135341462827
27.024873366065993, 1.7152913829702572
30.931002318923188, 1.6460701377103546
32.021932608723816, 1.6481332945920784
35.146182845150335, 1.5977824949984916
35.92561308960889, 1.5977602866359324
38.7410838051068, 1.5243816359049998
42.9576245935407, 1.4656227502466053
42.804459069062446, 1.444684706026054
46.86157712686712, 1.413155493701153
49.827764894871166, 1.3795631244945281
50.606378982005666, 1.3858236618998883
58.70157142672073, 1.4693626385015275
60.26369654493399, 1.444187238704734
62.9268178932777, 1.343587797985331
66.66998743376818, 1.3288214577199042
70.8838076977886, 1.2910050579545727
73.84781904626188, 1.2741666774623983
78.21562099208457, 1.251005576149699
74.01050640618725, 1.221806021057229
80.8694925574225, 1.2216105874667105
81.18371312717804, 1.20275346681793
84.61293415035432, 1.204749998611977
84.61592672720913, 1.1817132641296078
87.88817349172831, 1.1920912319533918
87.89143812102448, 1.1669602488817163
91.94556360197433, 1.1584677710391846
94.44191680377246, 1.1416427155645457
97.87413040380355, 1.1206025128762236
104.73801349898302, 1.0827106046781914
108.6340765115104, 1.090976557222622
112.22326437019859, 1.0615549185045627
115.18509929914109, 1.0614705267268387
118.15128706714512, 1.027878157520214
118.61840110893755, 1.0320533296812913
121.89581686984232, 1.0026405743082556
124.38183207886931, 1.0653969652272561
125.47711520773146, 1.033952144680079
129.06902359083313, 0.9835880200689568
131.72343926105376, 0.9500045342073555
